S. No,Office Name,Registration No.,Registration Date,Vehicle Category,Vehicle Type,Vehicle Class,Permit Type,Permit Category,Permit Issue Date,Permit Valid From,Permit Upto,Region Covered,Route Covered,From Location,To Location,Via Location,Permit Service Type Name,Registration Finacial year,Permit Finacial year,Vehicle Fuel,Goods To Carry,E-Bus Identifier
13173.0,SRINAGAR RTO,JK01W8630,26-Dec-14,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,29-Jan-97,29-Jan-17,28-Jan-18,EASTERN AREA OF SGR ROTATION BASIS,,Soura,LD,Buchpora,Ordinary Service,2014-2015,1996-1997,DIESEL,,
13174.0,SRINAGAR RTO,JK01X1170,25-Feb-15,LPV,Commercial,Omni Bus,Stage Carriage Permit,MEDIUM BUSES,07-Aug-17,07-Aug-17,06-Aug-18,WESTERN AREA OF SRINAGAR CITY,,Parimpora ,Budgam,Jehangir Chowk,,2014-2015,2017-2018,DIESEL,,
13181.0,SRINAGAR RTO,JK01X2934,27-Mar-15,LPV,Commercial,Omni Bus,Stage Carriage Permit,MEDIUM BUSES,12-Jun-17,12-Jun-20,11-Jun-21,WESTERN AREA OF SRINAGAR CITY,,Parimpora ,Budgam,Jehangir Chowk,,2014-2015,2017-2018,DIESEL,,
13182.0,SRINAGAR RTO,JK01X3206,03-Apr-15,MPV,Commercial,Omni Bus,Stage Carriage Permit,MEDIUM BUSES,06-Mar-17,06-Mar-19,05-Mar-23,,,SOURA,GANDERBAL,BUCHPORA,Goods Service,2015-2016,2016-2017,DIESEL,,
13183.0,SRINAGAR RTO,JK01X3219,03-Apr-15,MPV,Commercial,Omni Bus,Stage Carriage Permit,MEDIUM BUSES,06-Mar-17,06-May-18,05-May-22,,,SOURA,GANDERBAL,BUCHPORA,Ordinary Service,2015-2016,2016-2017,DIESEL,,
13186.0,SRINAGAR RTO,JK01X3607,09-Apr-15,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,07-May-15,01-May-21,30-Apr-23,EASTERN AREA OF SGR ROTATION BASIS,,Soura,Hazratbal,Buchpora,Ordinary Service,2015-2016,2015-2016,DIESEL,,
13187.0,SRINAGAR RTO,JK01X3716,13-Apr-15,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,20-May-17,20-May-17,19-May-18,WESTERN AREA OF SRINAGAR CITY,,Parimpora ,Budgam,Jehangir Chowk,,2015-2016,2017-2018,DIESEL,,
13188.0,SRINAGAR RTO,JK01X3718,13-Apr-15,LPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,20-May-17,20-May-19,19-May-20,WESTERN AREA OF SRINAGAR CITY,,Jehangir Chowk,HMT,Parimpora,,2015-2016,2017-2018,DIESEL,,
13189.0,SRINAGAR RTO,JK01X4098,09-Apr-15,LPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,09-May-89,09-May-19,08-May-20,EASTERN AREA OF SGR ROTATION BASIS,,Malbagh,LD,Illahibagh,Ordinary Service,2015-2016,1989-1990,DIESEL,,
13190.0,SRINAGAR RTO,JK01X4353,27-Apr-15,MPV,Commercial,Omni Bus,Stage Carriage Permit,MEDIUM BUSES,20-May-17,20-May-17,19-May-18,WESTERN AREA OF SRINAGAR CITY,,Jehangir Chowk,JVC,Bemina,,2015-2016,2017-2018,DIESEL,,
13195.0,SRINAGAR RTO,JK01X7067,29-May-15,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,02-Feb-94,02-Feb-17,01-Feb-18,EASTERN AREA OF SGR ROTATION BASIS,,MA Road,Parimpora,Batamallo,Ordinary Service,2015-2016,1993-1994,DIESEL,,
13196.0,SRINAGAR RTO,JK01X7450,08-Jun-15,HPV,Commercial,Bus,Stage Carriage Permit,BIG BUSES(HTV),16-Jun-15,15-Jun-20,14-Jun-25,OUTSKIRTS OF SRINAGAR CITY,,TRC ,HAZRATBAL," VIA SHALIMAR,NISHAT,NEHRU PARK,DALGATE",,2015-2016,2015-2016,DIESEL,,
13197.0,SRINAGAR RTO,JK01X7451,08-Jun-15,HPV,Commercial,Bus,Stage Carriage Permit,BIG BUSES(HTV),16-Jun-15,15-Jun-16,14-Jun-18,OUTSKIRTS OF SRINAGAR CITY,,TRC ,HAZRATBAL," VIA SHALIMAR,NISHAT,NEHRU PARK,DALGATE",Ordinary Service,2015-2016,2015-2016,DIESEL,,
13198.0,SRINAGAR RTO,JK01X7950,09-Jun-15,MPV,Commercial,Omni Bus,Stage Carriage Permit,MEDIUM BUSES,28-Jan-97,28-Jan-20,27-Jan-21,EASTERN AREA OF SGR ROTATION BASIS,,LD,Pampore,Dalgate,Express Service,2015-2016,1996-1997,DIESEL,,
13199.0,SRINAGAR RTO,JK01X9102,20-Jun-15,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,30-Apr-97,30-Apr-20,29-Apr-22,EASTERN AREA OF SGR ROTATION BASIS,,Soura,Hazratbal,Buchpora,Ordinary Service,2015-2016,1997-1998,DIESEL,,
13560.0,SRINAGAR RTO,JK03A1933,19-Jul-05,LPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR URBAN ROUTES,04-Feb-92,13-Mar-20,12-Mar-25,EASTERN AREA OF SGR ROTATION BASIS,,Soura,Hazratbal,Buchpora,Ordinary Service,2005-2006,1991-1992,DIESEL,,
13562.0,SRINAGAR RTO,JK03A5144,19-Sep-04,LPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,09-Aug-07,19-Oct-22,18-Oct-24,EASTERN AREA OF SGR ROTATION BASIS,,Soura,Hazratbal,Buchpora,Ordinary Service,2004-2005,2007-2008,DIESEL,,
13583.0,SRINAGAR RTO,JK045561,22-Mar-02,MPV,Commercial,Omni Bus,Stage Carriage Permit,MINI BUSES FOR RURAL ROUTES,17-Apr-02,17-Apr-19,16-Apr-20,WESTERN AREA OF SRINAGAR CITY,,Parimpora ,Budgam,Jehangir Chowk,Ordinary Service,2001-2002,2002-2003,DIESEL,,
13584.0,SRINAGAR RTO,JK045723,02-May-02,MPV,Commercial,Omni Bus,Stage Carriage Permit,MINI BUSES FOR RURAL ROUTES,26-Jun-02,27-Jun-19,26-Jun-20,WESTERN AREA OF SGR ROTATION BASIS,,LD ,Parimpora,Jehangir Chowk,Ordinary Service,2002-2003,2002-2003,DIESEL,,
13585.0,SRINAGAR RTO,JK045804,05-Jun-02,MPV,Commercial,Omni Bus,Stage Carriage Permit,MEDIUM BUSES,28-Jun-02,28-Jun-19,27-Jun-20,EASTERN AREA OF SGR ROTATION BASIS,,Soura,LD,Dalgate,Express Service,2002-2003,2002-2003,DIESEL,,
13586.0,SRINAGAR RTO,JK045926,21-Jun-02,MPV,Commercial,Omni Bus,Stage Carriage Permit,MEDIUM BUSES,28-Jun-02,28-Jun-18,27-Jun-19,WESTERN AREA OF SRINAGAR CITY,,LD ,Parimpora,Jehangir Chowk,Express Service,2002-2003,2002-2003,DIESEL,,
13587.0,SRINAGAR RTO,JK046156,08-Aug-02,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,21-Oct-02,20-Nov-19,20-Nov-20,EASTERN AREA OF SGR ROTATION BASIS,,Soura,LD,Dalgate,Ordinary Service,2002-2003,2002-2003,DIESEL,,
13588.0,SRINAGAR RTO,JK046327,13-Sep-02,LPV,Commercial,Omni Bus,Stage Carriage Permit,MEDIUM BUSES,06-Jun-89,06-Jun-18,05-Jun-19,WESTERN AREA OF SRINAGAR CITY,,LD ,Parimpora,Jehangir Chowk,Express Service,2002-2003,1989-1990,DIESEL,,
13589.0,SRINAGAR RTO,JK047400,21-Jul-03,MPV,Commercial,Omni Bus,Stage Carriage Permit,MINI BUSES FOR URBAN ROUTES,23-May-89,05-Mar-20,05-Mar-21,WESTERN AREA OF SRINAGAR CITY,,SafaKadal ,Jehangir Chowk,Karanangar,,2003-2004,1989-1990,DIESEL,,
13590.0,SRINAGAR RTO,JK048715,07-May-04,MPV,Commercial,Omni Bus,Stage Carriage Permit,MINI BUSES FOR URBAN ROUTES,31-Jan-01,31-Jan-20,31-Jan-21,WESTERN AREA OF SRINAGAR CITY,,Parimpora ,Budgam,Jehangir Chowk,,2004-2005,2000-2001,DIESEL,,
13591.0,SRINAGAR RTO,JK049916,31-Aug-04,LPV,Commercial,Omni Bus,Stage Carriage Permit,MINI BUSES FOR URBAN ROUTES,03-Sep-92,22-Sep-18,22-Sep-19,WESTERN AREA OF SGR ROTATION BASIS,,Jehangir Chowk,HMT,Parimpora,Ordinary Service,2004-2005,1992-1993,DIESEL,,
13592.0,SRINAGAR RTO,JK049922,01-Sep-04,MPV,Commercial,Omni Bus,Stage Carriage Permit,MINI BUSES FOR URBAN ROUTES,21-Feb-92,20-Feb-20,20-Feb-21,WESTERN AREA OF SRINAGAR CITY,,LD ,Parimpora,Jehangir Chowk,,2004-2005,1991-1992,DIESEL,,
13593.0,SRINAGAR RTO,JK057604,14-May-03,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,09-May-85,09-May-23,08-May-28,EASTERN AREA OF SGR ROTATION BASIS,,Soura,LD,Lalchowk,Ordinary Service,2003-2004,1985-1986,DIESEL,,
13594.0,SRINAGAR RTO,JK061476,15-Apr-06,LPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,04-Nov-97,19-Jul-25,18-Jul-30,EASTERN AREA OF SGR ROTATION BASIS,,Jehangir Chowk,JVC,Bemina,,2006-2007,1997-1998,DIESEL,,
13605.0,SRINAGAR RTO,JK092323,15-Mar-05,LPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR URBAN ROUTES,10-Jul-01,11-Jul-19,10-Jul-20,EASTERN AREA OF SGR ROTATION BASIS,,Soura,LD,Lalchowk,Ordinary Service,2004-2005,2001-2002,DIESEL,,
13606.0,SRINAGAR RTO,JK093531,12-Jun-07,LPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR URBAN ROUTES,26-Jun-14,11-Jul-19,11-Jul-20,EASTERN AREA OF SGR ROTATION BASIS,,Soura,LD,Dalgate,,2007-2008,2014-2015,DIESEL,,
13610.0,SRINAGAR RTO,JK132135,02-Feb-00,HPV,Commercial,Bus,Stage Carriage Permit,BIG BUSES(HTV),11-Sep-12,10-Sep-15,09-Sep-20,WESTERN AREA OF SGR ROTATION BASIS,,Parimpora ,Jawahirnagar,LD,Ordinary Service,1999-2000,2012-2013,DIESEL,,
13612.0,SRINAGAR RTO,JK134155,14-Mar-02,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,01-Apr-11,01-Apr-21,31-Mar-23,WESTERN AREA OF SGR ROTATION BASIS,,SafaKadal ,Jehangir Chowk,SMHS,Ordinary Service,2001-2002,2011-2012,DIESEL,,
,SRINAGAR RTO,,,EBus,,,,,,,,,,PARIMPORA,HARWAN,,,,,,,E-1
,SRINAGAR RTO,,,EBus,,,,,,,,,,PARIMPORA,HARWAN,,,,,,,E-2
,SRINAGAR RTO,,,EBus,,,,,,,,,,PARIMPORA,HARWAN,,,,,,,E-3
,SRINAGAR RTO,,,EBus,,,,,,,,,,PARIMPORA,HARWAN,,,,,,,E-4
,SRINAGAR RTO,,,EBus,,,,,,,,,,PARIMPORA,HARWAN,,,,,,,E-5
,SRINAGAR RTO,,,EBus,,,,,,,,,,PARIMPORA,HARWAN,,,,,,,E-6
,SRINAGAR RTO,,,EBus,,,,,,,,,,PARIMPORA,HARWAN,,,,,,,E-7
,SRINAGAR RTO,,,EBus,,,,,,,,,,BATAMALLO,HAZRATBAL,,,,,,,E-1
,SRINAGAR RTO,,,EBus,,,,,,,,,,BATAMALLO,HAZRATBAL,,,,,,,E-2
,SRINAGAR RTO,,,EBus,,,,,,,,,,BATAMALLO,HAZRATBAL,,,,,,,E-3
,SRINAGAR RTO,,,EBus,,,,,,,,,,BATAMALLO,HAZRATBAL,,,,,,,E-4
,SRINAGAR RTO,,,EBus,,,,,,,,,,BATAMALLO,HAZRATBAL,,,,,,,E-5
,SRINAGAR RTO,,,EBus,,,,,,,,,,BATAMALLO,HAZRATBAL,,,,,,,E-6
,SRINAGAR RTO,,,EBus,,,,,,,,,,LD,PANDACH,,,,,,,E-1
,SRINAGAR RTO,,,EBus,,,,,,,,,,LD,PANDACH,,,,,,,E-2
,SRINAGAR RTO,,,EBus,,,,,,,,,,LD,PANDACH,,,,,,,E-3
,SRINAGAR RTO,,,EBus,,,,,,,,,,LD,PANDACH,,,,,,,E-4
,SRINAGAR RTO,,,EBus,,,,,,,,,,LD,PANDACH,,,,,,,E-5
,SRINAGAR RTO,,,EBus,,,,,,,,,,PANTHACHOWK,NARBAL,QAMARWARI,,,,,,E-1
,SRINAGAR RTO,,,EBus,,,,,,,,,,PANTHACHOWK,NARBAL,QAMARWARI,,,,,,E-2
,SRINAGAR RTO,,,EBus,,,,,,,,,,PARIMPORA,HAZRATBAL,SAKIDAFAR,,,,,,E-1
,SRINAGAR RTO,,,EBus,,,,,,,,,,PARIMPORA,HAZRATBAL,SAKIDAFAR,,,,,,E-2
,SRINAGAR RTO,,,EBus,,,,,,,,,,PARIMPORA,HAZRATBAL,SAKIDAFAR,,,,,,E-3
,SRINAGAR RTO,,,EBus,,,,,,,,,,PARIMPORA,HAZRATBAL,SAKIDAFAR,,,,,,E-4
,SRINAGAR RTO,,,EBus,,,,,,,,,,PARIMPORA,HAZRATBAL,SAKIDAFAR,,,,,,E-5
,SRINAGAR RTO,,,EBus,,,,,,,,,,TRC,TRC,NAWABAZAR,,,,,,E-1
,SRINAGAR RTO,,,EBus,,,,,,,,,,BATAMALLO,RANGRETH,IQBAL PARK,,,,,,E-1
,SRINAGAR RTO,,,EBus,,,,,,,,,,BATAMALLO,RANGRETH,IQBAL PARK,,,,,,E-2
,SRINAGAR RTO,,,EBus,,,,,,,,,,BATAMALLO,RANGRETH,IQBAL PARK,,,,,,E-3
,SRINAGAR RTO,,,EBus,,,,,,,,,,BATAMALLO,RANGRETH,IQBAL PARK,,,,,,E-4
,SRINAGAR RTO,,,EBus,,,,,,,,,,TRC,BATPORA,NIGEEN,,,,,,E-1
,SRINAGAR RTO,,,EBus,,,,,,,,,,TRC,BATPORA,NIGEEN,,,,,,E-2
,MPS BUSES,,,MPS Bus,,,,,,,,,,Srinagar,Shanglipora,,,,,,,
,MPS BUSES,,,MPS Bus,,,,,,,,,,Srinagar,Isganderpora,,,,,,,
,MPS BUSES,,,MPS Bus,,,,,,,,,,Srinagar,Aboora,,,,,,,
,MPS BUSES,,,MPS Bus,,,,,,,,,,Srinagar,Arizal,,,,,,,
,MPS BUSES,,,MPS Bus,,,,,,,,,,Srinagar,Baderkote,,,,,,,
,MPS BUSES,,,MPS Bus,,,,,,,,,,Srinagar,Loolpora,,,,,,,
,MPS BUSES,,,MPS Bus,,,,,,,,,,Srinagar,Beeru,,,,,,,
,MPS BUSES,,,MPS Bus,,,,,,,,,,Srinagar,Dardpora,,,,,,,
,MPS BUSES,,,MPS Bus,,,,,,,,,,Srinagar,Gaguldara,,,,,,,
,MPS BUSES,,,MPS Bus,,,,,,,,,,Srinagar,Ratnipora,,,,,,,
,MPS BUSES,,,MPS Bus,,,,,,,,,,Srinagar,Ratsun,,,,,,,
,MPS BUSES,,,MPS Bus,,,,,,,,,,Srinagar,Khag,,,,,,,
,MPS BUSES,,,MPS Bus,,,,,,,,,,Srinagar,Karhama,,,,,,,
,MPS BUSES,,,MPS Bus,,,,,,,,,,Srinagar,Chewdara,,,,,,,
,MPS BUSES,,,MPS Bus,,,,,,,,,,Srinagar,Badrun,,,,,,,
,MPS BUSES,,,MPS Bus,,,,,,,,,,Srinagar,Tangmarg,,,,,,,
,MPS BUSES,,,MPS Bus,,,,,,,,,,Srinagar,Khoor,,,,,,,
,MPS BUSES,,,MPS Bus,,,,,,,,,,Srinagar,Handwara,,,,,,,
,MPS BUSES,,,MPS Bus,,,,,,,,,,Srinagar,Sheikhpora Kakuthal,,,,,,,
,MPS BUSES,,,MPS Bus,,,,,,,,,,Srinagar,Trehgam Kup,,,,,,,
,MPS BUSES,,,MPS Bus,,,,,,,,,,Srinagar,Chowkibal,,,,,,,
,MPS BUSES,,,MPS Bus,,,,,,,,,,Srinagar,Milyaal,,,,,,,
,MPS BUSES,,,MPS Bus,,,,,,,,,,Srinagar,Zurhama,,,,,,,
,MPS BUSES,,,MPS Bus,,,,,,,,,,Srinagar,Tarthpora,,,,,,,
,MPS BUSES,,,MPS Bus,,,,,,,,,,Srinagar,Gazriyal,,,,,,,
,MPS BUSES,,,MPS Bus,,,,,,,,,,Srinagar,Hajin,,,,,,,
,MPS BUSES,,,MPS Bus,,,,,,,,,,Srinagar,Safapora Sumbal,,,,,,,
,MPS BUSES,,,MPS Bus,,,,,,,,,,Srinagar,Safapora Gbl,,,,,,,
,MPS BUSES,,,MPS Bus,,,,,,,,,,Srinagar,Narwara Budgam,,,,,,,
,MPS BUSES,,,MPS Bus,,,,,,,,,,Srinagar,Charishreef,,,,,,,
,MPS BUSES,,,MPS Bus,,,,,,,,,,Srinagar,Pakherpora,,,,,,,
,MPS BUSES,,,MPS Bus,,,,,,,,,,Srinagar,Tral Dadsur,,,,,,,
,MPS BUSES,,,MPS Bus,,,,,,,,,,Srinagar,Pasthoon,,,,,,,
,MPS BUSES,,,MPS Bus,,,,,,,,,,Srinagar,Naristan,,,,,,,
,MPS BUSES,,,MPS Bus,,,,,,,,,,Srinagar,Pinglish,,,,,,,
,MPS BUSES,,,MPS Bus,,,,,,,,,,Srinagar,Tral Nowdal,,,,,,,
,MPS BUSES,,,MPS Bus,,,,,,,,,,Srinagar,Qazigund,,,,,,,
,MPS BUSES,,,MPS Bus,,,,,,,,,,Srinagar,Mirpora Budgam,,,,,,,
,MPS BUSES,,,MPS Bus,,,,,,,,,,Srinagar,Vijipopra,,,,,,,
,MPS BUSES,,,MPS Bus,,,,,,,,,,Srinagar,Kupwara Day,,,,,,,
,MPS BUSES,,,MPS Bus,,,,,,,,,,Srinagar,Uri Baramulla service oprated recently,,,,,,,
,MPS BUSES,,,MPS Bus,,,,,,,,,,Srinagar,Tangdar,,,,,,,
,MPS BUSES,,,MPS Bus,,,,,,,,,,Srinagar,Zachaldar,,,,,,,
,B/O Bandipora,,,Regular Bus,,,,,,,,,,Bpr,Srinagar,,,,,,,
,B/O Bandipora,,,Regular Bus,,,,,,,,,,Bpr,Srinagar,,,,,,,
,B/O Bandipora,,,Regular Bus,,,,,,,,,,Bpr,Srinagar,,,,,,,
,B/O Bandipora,,,Regular Bus,,,,,,,,,,Srinagar,Bandipora-Soura,,,,,,,
,B/O Bandipora,,,Regular Bus,,,,,,,,,,Srinagar,BanKoot-Sgr,BPR,,,,,,
,B/O Bandipora,,,Regular Bus,,,,,,,,,,Srinagar,Arin- Srinagar,,,,,,,
,B/O Bandipora,,,Regular Bus,,,,,,,,,,Malangam,Srinagar,,,,,,,
,B/O Bandipora,,,Regular Bus,,,,,,,,,,BPR,Baramulla,,,,,,,
,Sopore Depot,,,Regular Bus,,,,,,,,,,Srinagar,Sopore-Srinagar,,,,,,,
,Sopore Depot,,,Regular Bus,,,,,,,,,,Srinagar,Sopore-Srinagar,,,,,,,
,Sopore Depot,,,Regular Bus,,,,,,,,,,Srinagar,Zaloora-Sgr,,,,,,,
,Sopore Depot,,,Regular Bus,,,,,,,,,,Srinagar,Botingue- Sgr,,,,,,,
,Baramulla Depot,,,Regular Bus,,,,,,,,,,Srinagar,Baramulla-Srinagar,,,,,,,
,Baramulla Depot,,,Regular Bus,,,,,,,,,,Srinagar,Uri- Srinagar,,,,,,,
,Baramulla Depot,,,Regular Bus,,,,,,,,,,KamalKote,Baramulla,,,,,,,
,Baramulla Depot,,,Regular Bus,,,,,,,,,,Garkote,Baramulla,,,,,,,
,Baramulla Depot,,,Regular Bus,,,,,,,,,,Nambia,Baramulla,,,,,,,
,Baramulla Depot,,,Regular Bus,,,,,,,,,,Fathgath,Sgr,,,,,,,
,Baramulla Depot,,,Regular Bus,,,,,,,,,,Pehilpora,Uri,BLA,,,,,,
,Baramulla Depot,,,Regular Bus,,,,,,,,,,Srinagar,Kachoo- Baramulla,,,,,,,
,Baramulla Depot,,,Regular Bus,,,,,,,,,,Maidanan,Srinagar,,,,,,,
,Baramulla Depot,,,Regular Bus,,,,,,,,,,Ijara,Srinagar,,,,,,,
,Baramulla Depot,,,Regular Bus,,,,,,,,,,Baramula,Kupwra,,,,,,,
,Kupwara Depot,,,Regular Bus,,,,,,,,,,Srinagar,Kupwara- Srinagar,,,,,,,
,Kupwara Depot,,,Regular Bus,,,,,,,,,,Srinagar,Sogam- Srinagar,,,,,,,
,Kupwara Depot,,,Regular Bus,,,,,,,,,,Srinagar,Kupwara-tarthpora- Sgr,,,,,,,
,Kupwara Depot,,,Regular Bus,,,,,,,,,,Srinagar,Kupwara-Srinagar,,,,,,,
,Kupwara Depot,,,Regular Bus,,,,,,,,,,Srinagar,Kapwara-Tekipora-,,,,,,,
,B/O Shopian,,,Regular Bus,,,,,,,,,,Shopian,Srinagar,,,,,,,
,B/O Shopian,,,Regular Bus,,,,,,,,,,Sedow,Srinagar,,,,,,,
,B/O Shopian,,,Regular Bus,,,,,,,,,,Harman,Srinagar,,,,,,,
,B/O Shopian,,,Regular Bus,,,,,,,,,,Kaprin,Srinagar,,,,,,,
,B/O Shopian,,,Regular Bus,,,,,,,,,,Nehama,Srinagar,,,,,,,
,B/O Kulgam,,,Regular Bus,,,,,,,,,,Khull Ahmadabad,Sgr,,,,,,,
,B/O Kulgam,,,Regular Bus,,,,,,,,,,D.H.Pora,Srinagar,,,,,,,
,B/O Kulgam,,,Regular Bus,,,,,,,,,,Pariwan,Srinagar,,,,,,,
,B/O Kulgam,,,Regular Bus,,,,,,,,,,Srinagar,Kulgam- Srinagar,,,,,,,
,B/O Kulgam,,,Regular Bus,,,,,,,,,,Srinagar,Katrosoo-Srinagar,,,,,,,
,B/O Kulgam,,,Regular Bus,,,,,,,,,,Srinagar,Yaripora-Srinagar,,,,,,,
,B/O Pulwama,,,Regular Bus,,,,,,,,,,Pulwama,Srinagar,,,,,,,
,B/O Pulwama,,,Regular Bus,,,,,,,,,,Srinagar,Pulwama- Srinagar,,,,,,,
,B/O Pulwama,,,Regular Bus,,,,,,,,,,Koil,Srinagar,,,,,,,
,B/O Pulwama,,,Regular Bus,,,,,,,,,,Srinagar,Wasoora- Srinagar,,,,,,,
,B/O Pulwama,,,Regular Bus,,,,,,,,,,Srinagar,Lettar-Achan-Sgr,,,,,,,
,B/O Pulwama,,,Regular Bus,,,,,,,,,,Srinagar,Letter-Srinagar,,,,,,,
,B/O Pulwama,,,Regular Bus,,,,,,,,,,Srinagar,Heff- Srinagar,,,,,,,
,B/O Pulwama,,,Regular Bus,,,,,,,,,,Srinagar,Keller-Shopian-Sgr,,,,,,,
,B/O Pulwama,,,Regular Bus,,,,,,,,,,Srinagar,Keller- Srinagar,,,,,,,
,B/O Pulwama,,,Regular Bus,,,,,,,,,,Srinagar,Keller- Srinagar,,,,,,,
,B/O Pulwama,,,Regular Bus,,,,,,,,,,Srinagar,Achguze- Srinagar,,,,,,,
,B/O Pulwama,,,Regular Bus,,,,,,,,,,Srinagar,Sangerwani- Srinagar,,,,,,,
,B/O Pulwama,,,Regular Bus,,,,,,,,,,Srinagar,Pakherpora- Srinagar,,,,,,,
,Anantnagh Depot,,,Regular Bus,,,,,,,,,,Anantnagh,Srinagar,,,,,,,
,Anantnagh Depot,,,Regular Bus,,,,,,,,,,Anantnagh,Srinagar,,,,,,,
,Anantnagh Depot,,,Regular Bus,,,,,,,,,,Anantnagh,Srinagar,,,,,,,
,Anantnagh Depot,,,Regular Bus,,,,,,,,,,Anantnagh,Srinagar,,,,,,,
,Anantnagh Depot,,,Regular Bus,,,,,,,,,,Anantnagh,Srinagar,,,,,,,
,Anantnagh Depot,,,Regular Bus,,,,,,,,,,Anantnagh,Srinagar,,,,,,,
,Anantnagh Depot,,,Regular Bus,,,,,,,,,,Anantnagh,Srinagar,,,,,,,
,Anantnagh Depot,,,Regular Bus,,,,,,,,,,Anantnagh,Srinagar,,,,,,,
,Anantnagh Depot,,,Regular Bus,,,,,,,,,,Anantnagh,Srinagar,,,,,,,
,Anantnagh Depot,,,Regular Bus,,,,,,,,,,Anantnagh,Srinagar,,,,,,,
,Anantnagh Depot,,,Regular Bus,,,,,,,,,,Srinagar,Phalgam- Anantnagh,,,,,,,
,Anantnagh Depot,,,Regular Bus,,,,,,,,,,Srinagar,Mawan- Srinagar,,,,,,,
,Anantnagh Depot,,,Regular Bus,,,,,,,,,,Srinagar,Devsur-Srinagar,,,,,,,
,Anantnagh Depot,,,Regular Bus,,,,,,,,,,Srinagar,Lammer- Anantnagh,,,,,,,
,Anantnagh Depot,,,Regular Bus,,,,,,,,,,Srinagar,Kaprun- Srinagar,,,,,,,
,Anantnagh Depot,,,Regular Bus,,,,,,,,,,Srinagar,Chowgund- Srinagar,,,,,,,
,Anantnagh Depot,,,Regular Bus,,,,,,,,,,Srinagar,Shangus- Srinagar,,,,,,,
,Anantnagh Depot,,,Regular Bus,,,,,,,,,,Srinagar,Uttersoo- Srinagar,,,,,,,
,Anantnagh Depot,,,Regular Bus,,,,,,,,,,Vailo,Srinagar,,,,,,,
,Anantnagh Depot,,,Regular Bus,,,,,,,,,,Srinagar,Chakil pora- Sgr,,,,,,,
,Anantnagh Depot,,,Regular Bus,,,,,,,,,,Haftnar,Anantnagh,,,,,,,
,Anantnagh Depot,,,Regular Bus,,,,,,,,,,Srinagar,Kherum- Anantnagh,,,,,,,
,Anantnagh Depot,,,Regular Bus,,,,,,,,,,Srinagar,Matigawran- Ang,,,,,,,
,Anantnagh Depot,,,Regular Bus,,,,,,,,,,Anantnagh,Shopian,,,,,,,
,Traffic Manager (City) JKRTC Srinagar,,,City Bus,,,,,,,,,,Srinagar,New Khanda,,,,,,,
,Traffic Manager (City) JKRTC Srinagar,,,City Bus,,,,,,,,,,Srinagar,By pass,,,,,,,
,Traffic Manager (City) JKRTC Srinagar,,,City Bus,,,,,,,,,,Srinagar,Khrew,,,,,,,
,Traffic Manager (City) JKRTC Srinagar,,,City Bus,,,,,,,,,,Srinagar,Khrew,,,,,,,
,Traffic Manager (City) JKRTC Srinagar,,,City Bus,,,,,,,,,,Srinagar,Railway,,,,,,,
,Traffic Manager (City) JKRTC Srinagar,,,City Bus,,,,,,,,,,Srinagar,Bypass,,,,,,,
,Traffic Manager (City) JKRTC Srinagar,,,City Bus,,,,,,,,,,Srinagar,GulaBagh,,,,,,,
,Traffic Manager (City) JKRTC Srinagar,,,City Bus,,,,,,,,,,Srinagar,Bypass,,,,,,,
,Traffic Manager (City) JKRTC Srinagar,,,City Bus,,,,,,,,,,Srinagar,Ratnipura,,,,,,,
,Traffic Manager (City) JKRTC Srinagar,,,City Bus,,,,,,,,,,Srinagar,Bypass,,,,,,,
,Traffic Manager (City) JKRTC Srinagar,,,City Bus,,,,,,,,,,Srinagar,Buchpora,,,,,,,
,Traffic Manager (City) JKRTC Srinagar,,,City Bus,,,,,,,,,,Srinagar,Pampore,,,,,,,
,Traffic Manager (City) JKRTC Srinagar,,,City Bus,,,,,,,,,,Srinagar,Budgam,,,,,,,
,Traffic Manager (City) JKRTC Srinagar,,,City Bus,,,,,,,,,,Srinagar,Pampore,,,,,,,
,Traffic Manager (City) JKRTC Srinagar,,,City Bus,,,,,,,,,,Srinagar,Gund,,,,,,,
,Traffic Manager (City) JKRTC Srinagar,,,City Bus,,,,,,,,,,Srinagar,Chadoora,,,,,,,
,Traffic Manager (City) JKRTC Srinagar,,,City Bus,,,,,,,,,,Srinagar,Railway,,,,,,,
,Traffic Manager (City) JKRTC Srinagar,,,City Bus,,,,,,,,,,Srinagar,pampore,,,,,,,
