"Route_Code","Route_Name","Eng_O","Eng_D","Eng_KM","Eng_Cycle_Min","Eng_Headway","Eng_Fleet","Eng_Type","Eng_Load","Real_RoadKM","Real_OneWay_Time","Real_Service","Coord_Check","KM_Delta_Pct","Time_Check","Verdict","Finding","Sources"
"SRSR01020523","Lalbazar to Lalchowk","34.125566,74.817375","34.071262,74.810527","8.433","67.5","20","5","Urban","0.039","6-8","20 min","Lal Chowk is the central commercial hub of Srinagar; Lal Bazar to Lal Chowk is a standard short city-bus hop served by JKRTC city routes and private minibuses","Both endpoints real and well documented; haversine 6.07 km vs typical road distance 6-8 km is consistent","5","One-way ~34 min modelled vs ~20 min real is somewhat high but acceptable for downtown congestion with stops","PASS","Real, well-known corridor; coordinates and distance check out; cycle time slightly generous but within tolerance for a busy central route","wikipedia.org, onefivenine.com, thrillophilia.com"
"SRSR01020529","Lalbazar to Parimpora","34.125566,74.817375","34.111187,74.747451","12.646","101.2","35","4","Urban","0.071","9-11","25-30 min","Parimpora bus terminal is connected to most Srinagar localities including Lal Bazar via the Jehangir Chowk-Batamaloo corridor on existing city routes","Both endpoints real; haversine 6.63 km vs an estimated road distance of 9-11 km via the street network is plausible given the curved approach to Parimpora","25","One-way ~51 min modelled is high relative to ~9-11 km but consistent with Parimpora-area congestion at the terminal approach","REVIEW","Distance and corridor are plausible but on the upper edge of tolerance; cycle time is generous - flag for headway/fleet re-check rather than route validity","onefivenine.com, indiamapia.com"
"SRSR01020530","Lalbazar to Qamarwari","34.125566,74.817375","34.094819,74.766082","8.695","69.6","20","5","Urban","0.09","7-9","20-25 min","Qamarwari is a major Srinagar locality on the Batamaloo-Bemina corridor, served by JKRTC Route 9 and 12A style city buses passing close to Lal Bazar via Jehangir Chowk","Both endpoints real; haversine 5.83 km vs an estimated 7-9 km road distance is reasonable for this cross-town hop","9","One-way ~35 min modelled vs ~20-25 min real is on the high side but acceptable for a busy intra-city corridor","PASS","Real corridor with established city bus precedent (Route 9/12A family); coordinates and distance within tolerance","jksrtc.co.in (Route 9/12A), onefivenine.com"
"ANAN01010201","Lammer to Anantnagh","33.730216,75.14856","33.74535,75.186081","4.333","31.3","35","2","Urban","0.324","4-5","10-12 min","Lammer/Larnoo-area villages near Anantnag town are served by short-haul JKRTC/private minibus feeder links into the Anantnag bus stand, a normal pattern in this district","Lammer is a real settlement near Anantnag (district records show Larnoo-area villages in this zone); haversine 3.86 km is consistent with a short peri-urban feeder distance of 4-5 km","4","One-way ~16 min modelled vs ~10-12 min real is reasonable for a short feeder with stops","PASS","Short, plausible local feeder route near Anantnag town; coordinates place both points correctly in the same micro-region; numbers consistent","anantnag.nic.in, villageinfo.in, onefivenine.com"
"SRSR02022420","Lawaypora to Jehangir Chowk","34.117297,74.698752","34.071881,74.804719","14.207","113.7","35","5","Urban","0.034","11-13","25-30 min","Lawaypora is a known Srinagar-north locality (~9 km from Lal Chowk per local sources) on the Narbal-Srinagar corridor; Jehangir Chowk is a major city interchange; route plausible via existing city/feeder services","Both endpoints real; haversine 10.99 km vs an estimated 11-13 km road distance is well within tolerance","12","One-way ~57 min modelled vs ~25-30 min real is generous but acceptable for a longer cross-city hop with congestion","PASS","Real corridor connecting a peri-urban locality to the central interchange; coordinates and distance consistent","mappls.com, distancesfrom.com (Lal Chowk-Hyderpora reference), onefivenine.com"
"SRSR02022537","Ma Road to Safakadal","34.040034,74.877958","34.09322,74.791695","13.244","106.0","35","5","Urban","0.045","11-13","25-30 min","MA Road and Safakadal are both established Srinagar downtown localities; MA Road spans roughly 12.5 km within Srinagar North subdistrict and Safakadal is a core old-city locality, both served by city bus/minibus services","Both endpoints real and documented; haversine 9.91 km vs an estimated 11-13 km road distance via the city street grid is reasonable","12","One-way ~53 min modelled vs ~25-30 min real is generous but plausible given old-city congestion and narrow lanes near Safakadal","PASS","Real, well-documented downtown corridor; coordinates and distance are consistent; old-city congestion justifies a longer modelled time","geoiq.io (MA Road length), onefivenine.com, facebook.com (Safakadal locality)"
"SRSR01020622","Malbagh to LD","34.144232,74.825477","34.081954,74.805892","11.428","91.4","20","6","Urban","0.165","8-10","20-25 min","Malabagh is a documented Srinagar locality; LD Hospital is a major destination for local trips; a direct city minibus/feeder service on this corridor is consistent with general Srinagar local transport patterns","Both endpoints real; haversine 7.16 km vs an estimated 8-10 km road distance is reasonable for this corridor","20","One-way ~46 min modelled vs ~20-25 min real is on the high side but acceptable for a busy north-Srinagar approach into the city centre","REVIEW","Real corridor and coordinates check out; modelled cycle time runs a bit long relative to the short distance - fleet of 6 for a 20 min headway, 0.165 load looks generous but not unreasonable for a hospital-bound route","onefivenine.com (Malabagh locality), srinagar.nic.in (LD Hospital)"
"SRSR02022634","Old City Loop Downtown Srinagar","34.094215,74.81279","34.102708,74.808868","1.169","9.4","15","2","Urban","0.02","1.5-2.5","5-8 min","SSCL e-bus network explicitly covers Old City markets (Nowhatta, Alamgari Bazar, Maharaj Gunj) per Kashmir Smart City bus map; a short circular shuttle within the old city core is a documented SSCL service pattern (CHALO app coverage)","Both endpoints fall within the dense old-city core (Nowhatta/Safakadal/Alamgari Bazar cluster); haversine 1.01 km is consistent with this being a short downtown loop, not a long-haul route","-22","One-way time is effectively a short shuttle hop (under 10 min including stops) which matches a circular old-city loop concept","PASS","Plausible short SSCL circular loop through the dense Old City core consistent with the SSCL/CHALO route map; absolute km gap is tiny so percentage delta is not meaningful for a sub-2km loop","kashmirlife.net (SSCL route chart), x.com/AtharAamirKhan (SSCL route map), onefivenine.com"
"SRSR02022728","Pantha Chowk to Panzinara","34.044708,74.833526","34.058576,74.763155","10.811","86.5","15","7","Urban","0.269","8-10","20-25 min","Pantha Chowk is a documented SSCL/JKRTC bus stand on the Srinagar-Jammu highway approach; Panzinara is a Srinagar locality reached via Jehangir Chowk corridor; SSCL e-bus coverage includes Pantha Chowk-area routes per the published route map","Both endpoints real; haversine 6.66 km vs an estimated 8-10 km road distance via the city road network (not a straight line) is reasonable","20","One-way ~43 min modelled vs ~20-25 min real is generous but acceptable for a CMP/SSCL trunk passing through congested central junctions","REVIEW","Real corridor consistent with SSCL coverage; modelled distance/time on the higher side of tolerance for a 15-min headway trunk with fleet of 7 - worth re-checking if Panzinara terminal pin is precise","kashmirlife.net (SSCL route chart), mappls.com (Pantha Chowk bus stand), onefivenine.com"
"SRSR02022919","Parimpora to Jawahairnagar","34.111187,74.747451","34.060665,74.811725","12.642","101.1","35","4","Urban","0.03","9-11","20-25 min","Jawahar Nagar is a documented Srinagar locality about 4 km from the city centre; Parimpora terminal connects to most city localities via existing minibus/city-bus routes; plausible direct or via-Jehangir Chowk service","Both endpoints real and documented; haversine 8.16 km vs an estimated 9-11 km road distance is reasonable for this cross-town link","13","One-way ~51 min modelled vs ~20-25 min real is generous but acceptable for a Parimpora-terminal-anchored route with congestion at the terminal approach","PASS","Real, well-documented locality pair; coordinates and distance consistent; cycle time slightly long but within plausible range for terminal-to-locality service","wikipedia.org (Jawahar Nagar), onefivenine.com, alldistancebetween.com"
"SRSR02022935","Parimpora to Rawalpora","34.111187,74.747451","34.01977,74.799735","14.409","115.3","35","5","Urban","0.105","12-14","25-35 min","Both are established Srinagar localities on the JKRTC city-bus grid (Parimpora is a major bus terminus/fruit mandi hub; Rawalpora is a populous southwest Srinagar colony off the bypass). No dedicated direct-route timetable found but the corridor is plausible via the bypass/Hyderpora road.","Both endpoints verified real Srinagar localities; haversine 11.25 km is consistent with a 12-14 km road distance given the bypass routing.","-15 to -3","Cycle 115.3 min implies one-way approx 50-55 min for a 12-14 km urban trip, slow but plausible under Srinagar congestion via bypass/Hyderpora.","PASS","Corridor and coordinates check out; engine KM is within a reasonable band of the estimated real road distance once bypass routing is considered.","onefivenine.com,distancesfrom.com,alldistancebetween.com,mappls.com"
"SRSR02022938","Parimpora to Saidakadal","34.111187,74.747451","34.103619,74.827952","14.067","112.5","20","7","Urban","0.054","8-10","20-25 min","Parimpora (bus terminus/fruit mandi) and Saidakadal (old-city bridge/locality on the Jhelum) are both real, well-known Srinagar nodes; JKRTC's circular Route 9 explicitly links Parimpora-area stops to old-city points (Rajouri Kadal, Bohri Kadal) near Saidakadal.","Coordinates plausible for both named localities; no several-km offset evident.","41-56","Cycle 112.5 min implies one-way approx 50 min for an 8-10 km old-city corridor; this is slow but explainable by old-city congestion and the Jhelum-bridge bottleneck near Saidakadal.","REVIEW","Engine KM (14.07) is roughly 41-56% higher than a realistic 8-10 km road distance between Parimpora and old-city Saidakadal; likely an inflated/indirect engine path. Corridor itself and headway/fleet are otherwise plausible given old-city congestion.","kashmirlife.net,mapcarta.com,onefivenine.com"
"SRSR02023013","Qamarwari to Dalgate","34.094819,74.766082","34.081628,74.826887","8.844","70.8","20","5","Urban","0.064","6-8","18-22 min","Qamarwari (residential/UPHC locality) and Dalgate (Boulevard/houseboat tourist hub near Dal Lake) are both real, well-served Srinagar points on JKRTC's Route 2/Route 9-type corridors via Jehangir Chowk.","Coordinates consistent with known locality positions; no offset issue.","11-47","Cycle 70.8 min implies one-way approx 33-35 min for a 6-8 km trip via Jehangir Chowk-Dalgate corridor; plausible given the Dalgate tourist-zone congestion.","PASS","Real corridor and coordinates verified; engine KM is within reasonable tolerance of the 6-8 km road-distance band once the Jehangir Chowk routing detour is accounted for.","onefivenine.com,thrillophilia.com,kashmirlife.net"
"SRSR02013004","Qamarwari to Hazratbal","34.094819,74.766082","34.127549,74.835646","14.081","112.6","35","5","Urban","0.094","7-9","20-25 min","Confirmed real corridor: web sources give Qamarwari-Hazratbal Rd straight distance as 7 km/12 min; JKRTC Route 6A and Route 5 explicitly connect Hazratbal to Batamaloo-area stops via Khanyar/Rainawari, a route Qamarwari would feed into.","Coordinates check out (haversine 7.37 km closely matches the independently reported 7 km figure).","57-101","Cycle 112.6 min implies one-way approx 52-56 min, much slower than the ~12-20 min reported for a direct 7 km trip; the engine distance/time look heavily inflated for this pair.","REVIEW","Web sources independently confirm Qamarwari-Hazratbal is ~7 km/~12-20 min by road, but engine models 14.08 km and a ~55-min one-way time — roughly double; likely an indirect/looped path or unit issue in the engine route geometry.","alldistancebetween.com,distancesfrom.com,waze.com"
"SRSR02023020","Qamarwari to Jehangir Chowk","34.094819,74.766082","34.071881,74.804719","12.659","101.3","35","4","Urban","0.021","5-6","15-18 min","Both real, central Srinagar points; Jehangir Chowk is a major interchange used by virtually every JKRTC city route (Route 2, 5, 9 etc.), and Qamarwari is on the JKPDC Jehangir Chowk-Batmaloo corridor per TellMyRoute stop data.","Coordinates consistent with known positions; haversine only 4.38 km versus engine's 12.66 km road distance is a large gap even allowing for street-grid detour.","111-153","Cycle 101.3 min implies one-way approx 47-50 min for what should be a roughly 5-6 km, 15-18 min city hop; this is a large mismatch.","REVIEW","Engine KM (12.66) is more than double the haversine (4.38 km) and well above any reasonable road-detour factor for two adjacent central-Srinagar points; route geometry likely includes an unnecessary loop. Corridor and headway/fleet otherwise sane.","tellmyroute.com,kashmirlife.net,onefivenine.com"
"SRSR02023029","Qamarwari to Parimpora","34.094819,74.766082","34.111187,74.747451","14.577","116.6","35","5","Urban","0.022","2-3","8-10 min","Both real, adjacent Srinagar localities; web sources note Parimpora's fruit mandi is roughly 0.8 km from Qamarwari, and JKRTC's Route 9 circular explicitly strings Qamarwari and Parimpora together as consecutive stops.","Haversine only 2.5 km, consistent with the ~0.8-3 km separation reported by sources; engine's 14.58 km road distance is a severe outlier for two adjacent, directly-linked stops.","386-628","Cycle 116.6 min implies a ~55-min one-way trip between two stops that are consecutive on an existing circular route (which covers far more ground in less time); not plausible.","REVIEW","Severe distance mismatch: independently-confirmed adjacency (~0.8-3 km, both on JKRTC Route 9) versus engine's 14.58 km / ~55-min one-way; engine geometry for this pair is almost certainly wrong (likely picked up a long detour or mis-snapped node).","mappls.com,kashmirlife.net,onefivenine.com"
"SRSR01020823","Rangpora to Lalchowk","34.161641,74.817634","34.071262,74.810527","13.983","111.7","20","7","Urban","0.119","9-11","25-30 min","Rangpora is a northern Srinagar locality (near Soura/Ganderbal Road) and Lal Chowk is the central business district; web search could not isolate a specific Rangpora-Lal Chowk distance, but both endpoints are independently real and the corridor direction (north Srinagar to city centre) matches existing JKRTC trunk patterns (e.g. Soura-Lalchowk type routes).","Coordinates plausible: Rangpora's position north of Soura (lat 34.16) versus Lal Chowk (lat 34.07) gives a haversine of 10.07 km, consistent with a 9-11 km road estimate.","27-56","Cycle 111.7 min implies a ~52-56 min one-way trip for a roughly 10 km corridor; slow, but plausible if Rangpora is a more distant northern suburb subject to congestion approaching the city centre.","REVIEW","Could not find a direct, named source confirming Rangpora-Lal Chowk distance/service; haversine (10.07 km) is reasonably close to engine KM but the one-way time of ~55 min for ~10-14 km looks inflated versus comparable Srinagar corridors (e.g. Soura-Lalchowk runs faster). Flagging for time-plausibility, not corridor existence.","latlong.net,distancesfrom.com,onefivenine.com"
"SRSR02023314","Rangreth to District Court via Barzulla Jehangir Chowk","34.024711,74.790406","34.100536,74.797551","10.327","82.6","15","7","Urban","0.144","8-9","20-25 min","Confirmed real corridor: a Srinagar bus Route 8 explicitly runs Rangreth to Rambagh via Rawalpora, Sanat Nagar, Baghat Barzulla and Rambagh, matching this route's listed via-points (Barzulla, Jehangir Chowk) almost exactly; District Court Srinagar sits near the Jehangir Chowk/Batamaloo civil-lines area.","Coordinates consistent with Rangreth (south Srinagar, near the bypass) and the Jehangir Chowk-area District Court; haversine 8.46 km matches an 8-9 km road estimate well, including the named via-points.","15-29","Cycle 82.6 min implies a ~38-41 min one-way trip via three named via-points (Barzulla, Jehangir Chowk), consistent with a multi-stop urban corridor with documented existing bus service.","PASS","Strong real-world match: a near-identical existing JKRTC route (Rangreth-Rambagh via Rawalpora/Barzulla) corroborates this corridor; engine KM and time are within reasonable bounds for a via-point urban route.","mapsofindia.com,bankbazaar.com,kashmirlife.net"
"SRSR02023720","Safakadal to Jehangir Chowk","34.09322,74.791695","34.071881,74.804719","3.149","25.2","20","3","Urban","0.02","2-3","8-10 min","Safakadal (old-city locality/bridge on the Jhelum) and Jehangir Chowk (major interchange) are both real, close-together Srinagar points; the old-city-to-Jehangir Chowk corridor is a well-trodden segment of multiple JKRTC routes (Route 5, Route 9).","Coordinates consistent with known positions; haversine 2.66 km matches the expected 2-3 km road distance for this short old-city hop.","5-57","Cycle 25.2 min implies a ~12-13 min one-way trip for a 2-3 km old-city hop; plausible given narrow old-city streets and the Jhelum-adjacent congestion.","PASS","Short, well-established old-city corridor; coordinates and distance are consistent, and the modelled time is reasonable for old-city congestion.","onefivenine.com,mapcarta.com,kashmirlife.net"
"SRSR02023736","Safakadal to SMHS","34.09322,74.791695","34.086425,74.798484","6.257","50.1","35","3","Urban","0.034","1-1.6","6-10 min","Confirmed: independent web sources state Safakadal is approximately 0.8-1.6 km from SMHS Hospital (Shri Maharaja Hari Singh Hospital, Karan Nagar); this is a short, very well-known old-city-to-hospital corridor used by many local routes.","Haversine 0.98 km closely matches the independently reported 0.8-1.6 km figure; coordinates are accurate.","291-526","Cycle 50.1 min implies a ~23-25 min one-way trip for what real sources show is roughly a 1-1.6 km, under-10-min hop; the engine has drastically overstated both the distance and the time for this very short corridor.","FAIL","Engine models 6.26 km / ~23-25 min one-way for a corridor independently confirmed at 0.8-1.6 km / under 10 min — a 4-6x distance overstatement; the engine likely mis-snapped one endpoint onto a long detour or a wrong road segment for this very short hop.","onefivenine.com,jkb.bank.in,justdial.com"
"SRSR02023810","Saidakadal to Bypass","34.103619,74.827952","34.090936,74.760881","13.28","106.2","20","7","Urban","0.067","7-8","18-22 min","Saidakadal (old-city bridge locality) and the Srinagar Bypass (ring-road corridor referenced in IMRR/3-ring-road planning coverage) are both real; a bypass-feeder route from the old city is plausible given Srinagar's ongoing ring-road development discourse.","Coordinates plausible; haversine 6.33 km versus engine's 13.28 km is roughly double, larger than a typical street-grid detour factor would explain.","66-90","Cycle 106.2 min implies a ~49-51 min one-way trip for what should be a 7-8 km hop; this is markedly slow for the modelled distance.","REVIEW","Engine KM (13.28) is roughly double the haversine (6.33 km) and the implied detour factor (~2.1x) is high even for Srinagar's old-city street grid; corridor existence (old city to bypass) is plausible but the specific routed distance looks inflated.","greaterkashmir.com,mapcarta.com,kashmirobserver.net"
"SRSR01020904","Soura to Batamallo","34.137704,74.802102","34.069343,74.791812","11.366","90.9","20","6","Urban","0.056","9-10","20-25 min","Confirmed real, well-documented corridor: JKRTC Route 5 explicitly runs TRC to Soura via Jehangir Chowk, Batamaloo, Karan Nagar, Eidgah, Ali Jan Road; Soura is independently cited as roughly 9 km from the TRC/city-centre area, consistent with a Soura-Batamaloo distance in the 9-10 km range.","Coordinates consistent with known Soura and Batamaloo positions; haversine 7.66 km is in a reasonable range relative to the cited ~9 km figure once road routing is applied.","14-26","Cycle 90.9 min implies a ~42-45 min one-way trip for a roughly 9-10 km corridor with multiple via-points (matching the documented Route 5 alignment); plausible.","PASS","Strong real-world match to an existing, named JKRTC route (Route 5: TRC-Soura via Batamaloo); engine KM and time are within reasonable bounds.","kashmirlife.net,tellmyroute.com,waze.com"
"SRSR01020912","Soura to Chuntwaliwar","34.137704,74.802102","34.094606,74.800214","5.78","46.2","20","4","Urban","0.08","4-5","12-15 min","Soura is a well-documented, major Srinagar locality (SKIMS hospital, Anchar Lake), but Chuntwaliwar could not be independently verified as a recognised place name in any web source searched (Wikipedia, onefivenine, mapcarta, dbpedia all return no match); it may be an informal/very local neighbourhood name or a misspelling of a nearby locality.","Destination coordinate (34.0946,74.8002) sits a short distance south of Soura towards Jehangir Chowk/Lal Bazar, a plausible city-area location even though the named locality is unconfirmed.","21-45","Cycle 46.2 min implies a ~21-23 min one-way trip for a short 4-5 km in-city hop; time itself is plausible if the corridor exists as modelled.","REVIEW","Could not independently confirm Chuntwaliwar as a real, named Srinagar locality despite searching multiple gazetteer/map sources; Soura and the destination coordinate are otherwise plausible and close to known urban areas, so this is flagged for endpoint-name verification rather than a hard FAIL.","wikipedia.org,onefivenine.com,dbpedia.org,mapcarta.com"
"SRSR01020913","Soura to Dalgate","34.137704,74.802102","34.081628,74.826887","11.745","94.0","20","6","Urban","0.072","7","15-20 min","Local minibuses and JKSRTC city buses ply Soura-Habba Kadal-Dalgate corridor; plausible urban route","Both endpoints real and correctly placed; straight-line 6.64 km vs road 7 km is consistent","68","One-way modelled ~47 min vs real ~15-20 min is high but explainable by Jhelum-bank congestion, Habba Kadal narrow lanes and multiple stops","REVIEW","Real road distance (~7 km via distancesfrom.com) is well below the modelled 11.745 km, a 68% overstatement; likely the engine routed via a longer corridor than the direct Soura-Dalgate Bridge road. Headway 20 min and fleet 6 are still plausible for an urban link given the high cycle time used.","distancesfrom.com, Wikipedia Soura"
"SRGB01010903","Soura to Ganderbal","34.137704,74.802102","34.192755,74.769753","9.86","78.9","35","4","Urban","0.64","10-15","18-22 min","Private minibuses and shared taxis run Srinagar-Ganderbal via Soura/Shalteng on NH1; JKSRTC also services this corridor","Both endpoints real; Soura is correctly placed on the north Srinagar edge; Ganderbal town centre coordinate plausible, straight-line 6.81 km consistent with a 10-15 km road distance allowing for the Sindh river crossing route","Approx -15 to +1 (using midpoint 12.5 km: -21%; using low end 10 km: -1%)","One-way modelled ~39 min vs real ~18-22 min is roughly double, but acceptable for a semi-rural NH1 corridor with traffic and the route is correctly classified Urban given it touches Srinagar city limits","REVIEW","Real driving distance for Soura/Srinagar to Ganderbal is commonly cited as 10-15 km depending on source and exact start point; modelled 9.86 km falls at the low end of that range, so it is plausible but on the short side. Treat as REVIEW for verification of the exact alignment used, not a hard error.","distancebetween2.com, onefivenine.com, ganderbal.nic.in"
"SRSR01010904","Soura to Hazratbal","34.137704,74.802102","34.127549,74.835646","8.337","66.7","35","3","Urban","0.293","6","10-12 min","Local minibuses connect Soura and Hazratbal along the Dal Lake northern shore road; well-established short urban hop","Both endpoints real and correctly placed along Dal Lake's north shore; straight-line 3.29 km vs road distance about 6 km is a normal detour ratio for this lakeside alignment","39","One-way modelled ~33 min vs real ~10-12 min is markedly high for a 6 km lakeside hop","REVIEW","Real road distance per alldistancebetween.com is about 6 km (7 min driving) vs modelled 8.337 km, a 39% overstatement, and the one-way time of ~33 min is roughly 3x the real drive time even allowing for stops. The corridor and headway/fleet are sound; the KM and cycle-time figures look inflated.","alldistancebetween.com, onefivenine.com"
"SRSR01020922","Soura to LD","34.137704,74.802102","34.081954,74.805892","10.099","80.8","20","6","Urban","0.077","7-8","15-18 min","LD (Lal Ded) Hospital, Wazir Bagh is a major destination served by city buses and minibuses from north Srinagar including Soura","Both endpoints real; LD Hospital is correctly in the Wazir Bagh/Lal Chowk area, straight-line 6.21 km is consistent with a ~7-8 km road route via the city core","30","One-way modelled ~40 min vs real ~15-18 min is high but plausible given LD Hospital's location in dense downtown traffic near Lal Chowk","REVIEW","LD Hospital (Lal Ded) sits in Wazir Bagh near Lal Chowk; estimated real road distance from Soura is about 7-8 km versus the modelled 10.1 km (about 30% over), and modelled one-way time of ~40 min is roughly double a realistic drive even with downtown congestion factored in.","srinagar.nic.in, mappls.com, gmcs.ac.in"
"SRSR01020923","Soura to Lalchowk","34.137704,74.802102","34.071262,74.810527","9.494","76.0","20","5","Urban","0.037","9-11","18-22 min","Iconic Srinagar corridor; JKSRTC city buses, minibuses and shared autos all run Soura-Lal Chowk regularly; well documented route","Both endpoints real and correctly placed; straight-line 7.43 km vs the cited 9-11 km road distance (via Nowhatta route cited at 11 km) is consistent","Approx -5 to +6 (midpoint 10 km: -5%)","One-way modelled ~38 min vs real ~18-22 min is roughly double, attributable to dense Lal Chowk-area congestion and multiple stops, within plausible range for this well-known bottleneck corridor","PASS","Soura to Lal Chowk distance sources give 9-11 km depending on route taken (direct vs via Nowhatta); modelled 9.494 km sits squarely in this range. This is a well-documented, heavily-trafficked real corridor with established bus/minibus service; headway 20 min and fleet 5 are reasonable for a primary urban spine.","distancesfrom.com (Lal Chowk to Soura via Nowhatta), Wikipedia Soura"
"SRSR01020929","Soura to Parimpora","34.137704,74.802102","34.111187,74.747451","12.314","98.5","35","4","Urban","0.096","11-13","20-25 min","Parimpora is Srinagar's major fruit/vegetable mandi and bus-stand hub; minibuses and city buses connect it to Soura and other city localities","Both endpoints real and correctly placed; Parimpora is on the city's northwest bypass junction, straight-line 5.83 km vs an estimated 11-13 km road distance reflects the indirect alignment around the city rather than a direct line","Approx 0 to +12 (midpoint 12 km: +3%)","One-way modelled ~49 min vs real ~20-25 min is high; plausible only if route includes congestion through Shalteng/Parimpora bypass junction area which is a known bottleneck","REVIEW","Could not find a direct published distance for Soura-Parimpora; based on known Srinagar geography and the Parimpora bypass junction location the road distance is estimated at 11-13 km, close to modelled 12.314 km, but the one-way time of ~49 min is roughly double a realistic estimate even allowing for the busy mandi-area traffic.","wikimapia.org Parimpora Bypass Junction, indiamapia.com Parimpora, onefivenine.com Soura"
"SRSR01020930","Soura to Qamarwari","34.137704,74.802102","34.094819,74.766082","9.3","74.4","35","4","Urban","0.166","9-10","18-20 min","Qamarwari is a populated Srinagar locality near Eidgah Road served by local minibuses connecting to Soura and the city core","Both endpoints real and correctly placed; straight-line 5.81 km vs estimated 9-10 km road distance is a normal urban detour ratio","Approx -2 to +9 (midpoint 9.5 km: -2%)","One-way modelled ~37 min vs real ~18-20 min is roughly double but plausible for a cross-city link through congested intermediate areas","PASS","No single published Soura-Qamarwari figure was found, but Qamarwari is documented about 5 km from Lal Chowk and Soura about 9 km from Lal Chowk on the opposite side, putting a real road distance in the 9-10 km band consistent with the modelled 9.3 km. Corridor, headway and fleet are all plausible for this urban locality link.","onefivenine.com Qamarwari, hectindia.com Qamarwari, Wikipedia Soura"
"SRSR01020936","Soura to SMHS","34.137704,74.802102","34.086425,74.798484","11.97","95.8","20","6","Urban","0.059","8-9","16-20 min","SMHS Hospital (Karan Nagar) is a major government hospital destination; multiple city bus and minibus routes connect it to north Srinagar localities including Soura","Both endpoints real; SMHS Hospital correctly located in Karan Nagar near Gole Market, straight-line 5.71 km vs an estimated 8-9 km road route via the city centre is plausible","37","One-way modelled ~48 min vs real ~16-20 min is high relative to the real drive time even with downtown congestion","REVIEW","SMHS Hospital is well documented in Karan Nagar; no single published Soura-SMHS distance was found but based on comparable city-core trips (Soura to Lal Chowk ~9-11 km) an SMHS distance of 8-9 km is a reasonable estimate, making the modelled 11.97 km about 37% over. Headway 20 min and fleet 6 are appropriate for a hospital-destination urban route.","srinagar.nic.in SMHS Hospital, mappls.com SMHS, gmcs.ac.in SMHS"
"SRSR02013901","Srinagar to Buchpora","34.07457,74.820502","34.150702,74.803112","9.37","75.0","20","5","Urban","0.06","9-12","18-22 min","Buchpora is a populated north Srinagar locality near Soura/Hazratbal; minibuses run regularly between central Srinagar and Buchpora","Both endpoints real and correctly placed; Buchpora is documented about 12 km from Lal Chowk, straight-line 8.62 km is consistent with a 9-12 km road distance from a central Srinagar point","Approx -11 to +4 (midpoint 10.5 km: -11%)","One-way modelled ~37 min vs real ~18-22 min is roughly double but plausible given multiple stops through dense northern Srinagar localities","PASS","Buchpora is documented as about 12 km from Lal Chowk; using a central Srinagar origin near Lal Chowk, modelled 9.37 km is within a reasonable range of the cited figures. Corridor, headway 20 min and fleet 5 are plausible for this urban link.","Wikipedia Buchpora, onefivenine.com Buchpora, distancesfrom.com"
"SRBG02023903","Srinagar to Budgam","34.07457,74.820502","34.006185,74.641626","23.639","189.1","35","7","Urban","0.054","9-14","13-20 min","Budgam town is well connected to Srinagar by NH444 with frequent shared taxis, minibuses and JKSRTC buses; a well-established short-haul corridor","Endpoint coordinate (34.006185,74.641626) is significantly west of Budgam's town centre (commonly around 34.0179,74.7139); this appears to place the destination several km past the actual town, inflating the route","Approx +69 to +163 (using commonly cited 9-14 km town-centre distance vs modelled 23.639 km)","One-way modelled ~95 min vs real ~13-20 min is grossly excessive for this short, well-paved NH444 corridor","FAIL","Multiple independent sources (yatra.com, mapsofindia.com, clearcarrental.com) consistently cite Srinagar-Budgam as 9-14 km via NH444 (about 13-20 min drive), but the modelled route is 23.639 km with a 189-min round trip cycle (about 95 min one-way) — roughly double the real distance and far beyond plausible drive time; the destination coordinate appears to be misplaced west of the actual Budgam town centre, likely near a different village.","yatra.com Budgam-Srinagar distance, mapsofindia.com, clearcarrental.com, Wikipedia Budgam district"
"SRSR02023910A","Srinagar to By Pass","34.07457,74.820502","34.082926,74.796819","3.279","26.2","20","3","Urban","0.006","3-4","8-10 min","Refers to a short segment of the Srinagar bypass (Athwajan-Parimpora corridor, 17.8 km total); local minibuses serve segments of this arterial road","Both endpoints real; the destination sits near the bypass road's path through the city, straight-line 2.37 km vs an estimated 3-4 km short road segment is consistent","Approx -18 to +9 (midpoint 3.5 km: -6%)","One-way modelled ~13 min vs real ~8-10 min is somewhat high but plausible for an arterial road with junctions","PASS","The Srinagar bypass (Athwajan to Parimpora) is a documented 17.8 km arterial road; this route represents a short ~3-4 km segment of it near the city centre, consistent with the modelled 3.279 km. Low fleet (3) and modest headway (20 min) are appropriate for this short low-load segment (load 0.006).","wikimapia.org Parimpora Bypass Junction, scribd.com NH bypass plan, devdiscourse.com Srinagar flyover"
